measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Micronesia (Federated States of),Both,Age-standardized,Asthma,Rate,1990,53.46974517212657,80.20382106349888,38.584577005218634
Deaths,Thailand,Both,Age-standardized,Asthma,Rate,2019,4.4060563382555955,5.828754243155266,3.2116729921689404
Deaths,Mauritania,Both,Age-standardized,Asthma,Rate,2019,8.928516420652173,11.963337408061156,6.402615027126726
Deaths,Trinidad and Tobago,Both,Age-standardized,Asthma,Rate,1990,8.638290214454697,9.602972649635506,7.7883594256735105
Deaths,Belarus,Both,Age-standardized,Asthma,Rate,1990,7.1762485142077335,9.140246334522724,5.5941849447545975
Deaths,Saint Lucia,Both,Age-standardized,Asthma,Rate,2019,4.1513315951274485,5.135411823961682,3.2081581064125038
Deaths,Northern Mariana Islands,Both,Age-standardized,Asthma,Rate,1990,13.729687148153776,17.02662662313176,10.914728336051235
Deaths,Republic of Korea,Both,Age-standardized,Asthma,Rate,2019,3.477021405402,4.312837505683924,2.5587696672106355
Deaths,Bahamas,Both,Age-standardized,Asthma,Rate,1990,3.6762938942165695,4.309016558048982,3.1377899902767354
Deaths,Saint Vincent and the Grenadines,Both,Age-standardized,Asthma,Rate,2019,3.0203502403579097,3.6481241852088675,2.4203810848535454
Deaths,Brunei Darussalam,Both,Age-standardized,Asthma,Rate,2019,10.94178426752024,13.462128158979155,8.631624670611208
Deaths,Libya,Both,Age-standardized,Asthma,Rate,2019,7.6659319323787045,10.395104436535213,5.332046222135166
Deaths,Lebanon,Both,Age-standardized,Asthma,Rate,2019,5.452869548172597,7.372445742982541,3.4730954872490094
Deaths,Eritrea,Both,Age-standardized,Asthma,Rate,2019,15.183769752929715,21.64256018174891,9.859385487239285
Deaths,Poland,Both,Age-standardized,Asthma,Rate,2019,0.7290926965660666,0.9635776325490033,0.5974750220693531
Deaths,Venezuela (Bolivarian Republic of),Both,Age-standardized,Asthma,Rate,2019,1.4673930300693308,1.9568025670059628,1.07952916057672
Deaths,Cabo Verde,Both,Age-standardized,Asthma,Rate,1990,17.641271330758798,21.769812351049662,10.44923805496724
Deaths,Saudi Arabia,Both,Age-standardized,Asthma,Rate,1990,15.943207959156561,23.979147389472626,11.162403208875787
Deaths,Lao People's Democratic Republic,Both,Age-standardized,Asthma,Rate,1990,53.40167132733136,71.76261750220219,38.29134450392515
Deaths,Togo,Both,Age-standardized,Asthma,Rate,1990,28.28017860545116,35.720346866661785,21.290443951682786
Deaths,Panama,Both,Age-standardized,Asthma,Rate,2019,1.4462223346829766,1.874085097465871,1.0646498206832724
Deaths,Rwanda,Both,Age-standardized,Asthma,Rate,1990,32.55661696717069,46.74703540432324,21.51915687636191
Deaths,Nauru,Both,Age-standardized,Asthma,Rate,1990,36.88673708718266,46.31900210520206,27.70388606327876
Deaths,Spain,Both,Age-standardized,Asthma,Rate,1990,2.2714992676895887,2.5119809171185707,2.029054254774267
Deaths,Paraguay,Both,Age-standardized,Asthma,Rate,1990,2.4114564590889795,2.9718464730672958,2.005620948189275
Deaths,Niue,Both,Age-standardized,Asthma,Rate,1990,23.890144123169392,30.46649679205011,16.673628431604392
Deaths,Nicaragua,Both,Age-standardized,Asthma,Rate,2019,2.58501731111673,3.5032152415311715,1.9765580574719646
Deaths,Cambodia,Both,Age-standardized,Asthma,Rate,1990,26.21594537699425,34.26238385217675,18.465225191293616
Deaths,Kazakhstan,Both,Age-standardized,Asthma,Rate,2019,8.439831288420367,10.859286433128954,6.199795258081446
Deaths,Eswatini,Both,Age-standardized,Asthma,Rate,2019,20.01697327046446,26.487155574342673,14.776559490477617
Deaths,Bahrain,Both,Age-standardized,Asthma,Rate,1990,14.957270595602692,19.21966894087102,12.207241219497261
Deaths,Austria,Both,Age-standardized,Asthma,Rate,1990,3.38825581316632,3.771071060948363,3.071708842080058
Deaths,Barbados,Both,Age-standardized,Asthma,Rate,1990,4.36242331591936,5.015605798936006,3.6956688839978207
Deaths,Greece,Both,Age-standardized,Asthma,Rate,2019,0.2605662648765968,0.3078621415773623,0.20991855257267197
Deaths,Portugal,Both,Age-standardized,Asthma,Rate,1990,3.976424039166775,4.402937079765313,3.50855829121968
Deaths,Albania,Both,Age-standardized,Asthma,Rate,1990,11.723652024626302,14.841367323532824,8.975161529110904
Deaths,India,Both,Age-standardized,Asthma,Rate,2019,20.05073630939968,28.191719056353193,12.900671566072413
Deaths,Mauritius,Both,Age-standardized,Asthma,Rate,1990,38.425081532349,42.18513921530072,32.575246844928905
Deaths,Greenland,Both,Age-standardized,Asthma,Rate,2019,1.9283864953077792,2.6526161520702813,1.4836519370983259
Deaths,Canada,Both,Age-standardized,Asthma,Rate,2019,0.45205688622298174,0.5276209151773641,0.36435803930513855
Deaths,Congo,Both,Age-standardized,Asthma,Rate,1990,32.686439914160005,58.248386219866624,20.967121214704555
Deaths,Democratic People's Republic of Korea,Both,Age-standardized,Asthma,Rate,2019,5.6885269982166875,8.991311761094352,3.657949186093454
Deaths,Fiji,Both,Age-standardized,Asthma,Rate,2019,43.33291775326625,54.755667988824655,34.221091416333735
Deaths,Cameroon,Both,Age-standardized,Asthma,Rate,1990,27.628637846472163,33.80012116360759,21.88871360608692
Deaths,Tunisia,Both,Age-standardized,Asthma,Rate,1990,14.245970183560473,19.588178972193884,10.838631600254127
Deaths,Andorra,Both,Age-standardized,Asthma,Rate,1990,1.837788809535387,2.5561405169451157,1.3439446463819902
Deaths,Equatorial Guinea,Both,Age-standardized,Asthma,Rate,1990,38.01009686703746,72.16595166996294,21.651163574593813
Deaths,Singapore,Both,Age-standardized,Asthma,Rate,2019,0.6154994825756228,0.9262389042650953,0.5015469623016924
Deaths,Morocco,Both,Age-standardized,Asthma,Rate,2019,11.764401880353429,15.828304367156209,8.622016562273874
Deaths,Democratic Republic of the Congo,Both,Age-standardized,Asthma,Rate,1990,30.263013074277897,55.7205127848221,17.09199534715025
Deaths,Peru,Both,Age-standardized,Asthma,Rate,1990,2.94432292057638,3.6438174555143132,2.2002951757927005
Deaths,Estonia,Both,Age-standardized,Asthma,Rate,1990,4.024868835272166,4.682872080352809,3.48667906199947
Deaths,United States of America,Both,Age-standardized,Asthma,Rate,2019,0.869811147188392,0.9220252431855117,0.7362683522076802
Deaths,Israel,Both,Age-standardized,Asthma,Rate,2019,1.1054528774011894,1.46474879269667,0.9225481776034684
Deaths,Cyprus,Both,Age-standardized,Asthma,Rate,1990,8.26186139016293,11.328936999521769,5.5798360139834235
Deaths,Mongolia,Both,Age-standardized,Asthma,Rate,2019,6.310055078197144,9.05188978532489,4.698868275136732
Deaths,Vanuatu,Both,Age-standardized,Asthma,Rate,1990,47.526367309754356,79.42539279357902,30.15000745956719
Deaths,Slovakia,Both,Age-standardized,Asthma,Rate,2019,0.5880422402074474,0.7946771406199377,0.44568730729164246
Deaths,Sao Tome and Principe,Both,Age-standardized,Asthma,Rate,2019,26.1326248618382,34.16405766591061,17.66463657468076
Deaths,Cuba,Both,Age-standardized,Asthma,Rate,1990,2.4465798707722146,2.7118756952521546,2.0512574771780767
Deaths,Gabon,Both,Age-standardized,Asthma,Rate,1990,21.21300697069231,31.265577058119458,15.162371431887433
Deaths,Benin,Both,Age-standardized,Asthma,Rate,2019,14.832588530996158,19.633181978531354,11.281328554878359
Deaths,Belize,Both,Age-standardized,Asthma,Rate,1990,3.5880192931383235,4.476710744284427,2.917210713978777
Deaths,Italy,Both,Age-standardized,Asthma,Rate,2019,0.3239761849307058,0.3711113144347426,0.26818370880072195
Deaths,Serbia,Both,Age-standardized,Asthma,Rate,2019,2.1751602840512954,2.699931996063325,1.6963328577154642
Deaths,Guam,Both,Age-standardized,Asthma,Rate,2019,4.025372094342257,5.176441520128958,3.097356851255312
Deaths,Sweden,Both,Age-standardized,Asthma,Rate,1990,2.5634499138768816,3.0044882067612453,2.327325421550801
Deaths,Solomon Islands,Both,Age-standardized,Asthma,Rate,1990,49.117920364553164,69.36221660579723,34.660373196199075
Deaths,Latvia,Both,Age-standardized,Asthma,Rate,1990,4.764149634293001,5.540892547080692,4.0630138006377905
Deaths,Turkey,Both,Age-standardized,Asthma,Rate,1990,9.832886845726486,14.235909878998118,7.3655531766069595
Deaths,Brazil,Both,Age-standardized,Asthma,Rate,2019,1.272900363023372,1.504030302340482,1.134615200017966
Deaths,Croatia,Both,Age-standardized,Asthma,Rate,1990,4.476946135747132,4.986914220054713,3.992280127130655
Deaths,Trinidad and Tobago,Both,Age-standardized,Asthma,Rate,2019,3.247645157316223,4.3951254416027785,2.353320238769318
Deaths,Burkina Faso,Both,Age-standardized,Asthma,Rate,1990,17.820972806078103,22.299460904979668,13.656470320995965
Deaths,Algeria,Both,Age-standardized,Asthma,Rate,1990,23.322777412515077,30.936793480191785,17.089630222703526
Deaths,Ecuador,Both,Age-standardized,Asthma,Rate,1990,4.205535468106615,5.419364468807258,2.8490454362157136
Deaths,Dominica,Both,Age-standardized,Asthma,Rate,1990,6.336716873397235,7.664001566518043,5.316298050028575
Deaths,Taiwan (Province of China),Both,Age-standardized,Asthma,Rate,2019,2.061868313497205,2.760498662236464,1.5445708539033993
Deaths,Palestine,Both,Age-standardized,Asthma,Rate,2019,5.210976664199301,6.333128990570757,3.934989003231013
Deaths,Suriname,Both,Age-standardized,Asthma,Rate,2019,2.523000143785793,3.122225184921917,1.9831138387144782
Deaths,Myanmar,Both,Age-standardized,Asthma,Rate,1990,74.11431079888256,98.37517752364828,47.22359745490699
Deaths,Papua New Guinea,Both,Age-standardized,Asthma,Rate,1990,72.76399671872075,107.8232259932333,51.508822172953685
Deaths,Bosnia and Herzegovina,Both,Age-standardized,Asthma,Rate,1990,2.7459253498327576,3.8292808041193798,1.8968983834517728
Deaths,Turkmenistan,Both,Age-standardized,Asthma,Rate,2019,1.3100416376690538,2.5491598713821246,0.8665781107434131
Deaths,South Sudan,Both,Age-standardized,Asthma,Rate,2019,12.484634326528123,20.839424582271512,7.81718736902093
Deaths,Mozambique,Both,Age-standardized,Asthma,Rate,1990,16.45488681845675,21.64023769618329,11.702571001750135
Deaths,Kenya,Both,Age-standardized,Asthma,Rate,2019,10.16565975035499,18.614358866662972,6.68853290986086
Deaths,Egypt,Both,Age-standardized,Asthma,Rate,1990,28.53575151614336,36.04469670986534,22.472373095201885
Deaths,Maldives,Both,Age-standardized,Asthma,Rate,1990,23.36831984120802,33.94134303526115,15.557723231517366
Deaths,Pakistan,Both,Age-standardized,Asthma,Rate,2019,16.391389663514502,22.928682382239668,12.59313694552806
Deaths,United Republic of Tanzania,Both,Age-standardized,Asthma,Rate,1990,13.41646725778039,17.92879450375867,9.941520720310473
Deaths,Burundi,Both,Age-standardized,Asthma,Rate,1990,31.08885295972454,44.57807471152956,20.064433832185653
Deaths,Costa Rica,Both,Age-standardized,Asthma,Rate,1990,2.326211213758371,2.74086175945139,2.007916991088126
Deaths,Palau,Both,Age-standardized,Asthma,Rate,1990,22.642084089423253,30.22357353266858,17.220286093056572
Deaths,Luxembourg,Both,Age-standardized,Asthma,Rate,2019,0.981963663586974,1.2133125369980653,0.7843028680741778
Deaths,Iraq,Both,Age-standardized,Asthma,Rate,1990,14.92978891052745,19.324871804876974,11.562300834522503
Deaths,Nigeria,Both,Age-standardized,Asthma,Rate,2019,10.724364552491433,13.611261088755832,8.455813906349245
Deaths,Kiribati,Both,Age-standardized,Asthma,Rate,2019,80.495647133484,104.19463385215279,59.21650185723964
Deaths,Tajikistan,Both,Age-standardized,Asthma,Rate,2019,9.393016391113894,12.15746308137746,6.742862834949214
Deaths,Denmark,Both,Age-standardized,Asthma,Rate,1990,2.9408901077450635,3.333394094953911,2.568670408020501
Deaths,Puerto Rico,Both,Age-standardized,Asthma,Rate,1990,4.59702695345081,5.263229540075053,4.105539080480237
Deaths,Micronesia (Federated States of),Both,Age-standardized,Asthma,Rate,2019,27.685544678381806,37.69868546866352,20.234197377495924
Deaths,Zimbabwe,Both,Age-standardized,Asthma,Rate,2019,23.64978925908943,33.151524084697556,15.653602157620282
Deaths,Saint Kitts and Nevis,Both,Age-standardized,Asthma,Rate,1990,5.038722719704752,5.894291582418022,4.277131550183401
Deaths,Bulgaria,Both,Age-standardized,Asthma,Rate,1990,2.35940139591657,2.6287540312065087,2.065308447699227
Deaths,Uganda,Both,Age-standardized,Asthma,Rate,1990,21.293590075867378,33.98800083134075,12.816139747265305
Deaths,Lithuania,Both,Age-standardized,Asthma,Rate,1990,2.749826446897515,3.2433035965169514,2.2735695558699254
Deaths,Chad,Both,Age-standardized,Asthma,Rate,1990,31.130180323415885,42.84471330909998,22.1957700654642
Deaths,Oman,Both,Age-standardized,Asthma,Rate,2019,0.6423432161999987,0.8358487858407471,0.47822956241231046
Deaths,Lao People's Democratic Republic,Both,Age-standardized,Asthma,Rate,2019,21.10678127085363,29.057042450163934,15.239684855388287
Deaths,Slovenia,Both,Age-standardized,Asthma,Rate,2019,0.4216409472270028,0.5690884557118288,0.3205689690362361
Deaths,Dominican Republic,Both,Age-standardized,Asthma,Rate,1990,10.601345368577253,12.131166950573437,8.213125054247266
Deaths,United Kingdom,Both,Age-standardized,Asthma,Rate,1990,2.667383441381324,3.1581162229514477,2.5093405346694215
Deaths,Nauru,Both,Age-standardized,Asthma,Rate,2019,21.134716044617022,28.15818123921462,13.055736348166123
Deaths,Comoros,Both,Age-standardized,Asthma,Rate,1990,20.888298638789635,30.216153018703203,12.057974941227153
Deaths,Finland,Both,Age-standardized,Asthma,Rate,1990,1.6269688628577788,1.9498102947537703,1.399134467604548
Deaths,Bahamas,Both,Age-standardized,Asthma,Rate,2019,2.0649110272885842,2.6190292128838126,1.6073186658840595
Deaths,Afghanistan,Both,Age-standardized,Asthma,Rate,1990,45.35320701876694,67.56287948167665,27.95211086636548
Deaths,United Arab Emirates,Both,Age-standardized,Asthma,Rate,1990,33.65251571897633,52.870380128546444,22.322603550567955
Deaths,Republic of Moldova,Both,Age-standardized,Asthma,Rate,1990,3.2075503562409065,3.85809281016331,2.485505719956595
Deaths,Congo,Both,Age-standardized,Asthma,Rate,2019,14.566648617602684,22.397021994814224,9.843850506788321
Deaths,Armenia,Both,Age-standardized,Asthma,Rate,1990,2.414756228532884,3.0759179224451723,1.761932896945511
Deaths,Angola,Both,Age-standardized,Asthma,Rate,2019,14.543157671349421,23.21244326444596,10.25039600976986
Deaths,Paraguay,Both,Age-standardized,Asthma,Rate,2019,1.667624050479572,2.194269424483121,1.1851195605474665
Deaths,Côte d'Ivoire,Both,Age-standardized,Asthma,Rate,1990,27.344143397154955,33.808811733944644,20.674990183512037
Deaths,Cambodia,Both,Age-standardized,Asthma,Rate,2019,13.667548874571224,16.71071685625994,10.423479431321155
Deaths,North Macedonia,Both,Age-standardized,Asthma,Rate,1990,8.85042706753183,10.989738933866672,6.93918541226105
Deaths,Russian Federation,Both,Age-standardized,Asthma,Rate,1990,4.908195873377666,5.337197488822147,4.113263225629754
Deaths,Madagascar,Both,Age-standardized,Asthma,Rate,2019,19.290527808189474,26.643436831472627,13.317719127799066
Deaths,Botswana,Both,Age-standardized,Asthma,Rate,1990,34.08685172566085,48.044835871248885,23.803214209943135
Deaths,Burkina Faso,Both,Age-standardized,Asthma,Rate,2019,11.421006761663929,14.707509561733616,8.926177557090101
Deaths,Iran (Islamic Republic of),Both,Age-standardized,Asthma,Rate,1990,18.51822793692063,24.948310185156163,13.995848469116996
Deaths,Jordan,Both,Age-standardized,Asthma,Rate,1990,9.281945079315413,11.648853998891314,7.242444243123318
Deaths,Czechia,Both,Age-standardized,Asthma,Rate,1990,2.023589061720761,2.3214753848860865,1.8510547751376203
Deaths,Thailand,Both,Age-standardized,Asthma,Rate,1990,15.019032694287963,19.31013444501825,10.501714532058973
Deaths,Antigua and Barbuda,Both,Age-standardized,Asthma,Rate,2019,1.9527232790375926,2.3927456199842667,1.5251593217811397
Deaths,Belarus,Both,Age-standardized,Asthma,Rate,2019,0.8023102022728508,1.8241399081725627,0.5046793867727206
Deaths,Australia,Both,Age-standardized,Asthma,Rate,2019,1.1389121224392953,1.3158900778237783,0.9546374536794111
Deaths,Bolivia (Plurinational State of),Both,Age-standardized,Asthma,Rate,2019,2.427019513623024,3.203167129074116,1.7688828202609335
Deaths,Papua New Guinea,Both,Age-standardized,Asthma,Rate,2019,55.80585281818025,80.30614492625809,39.05472574358076
Deaths,Saudi Arabia,Both,Age-standardized,Asthma,Rate,2019,6.145634315107433,8.032361524504294,4.733307453122439
Deaths,Ukraine,Both,Age-standardized,Asthma,Rate,1990,1.9651623945864474,2.5262574405655385,1.0864262742550455
Deaths,Sierra Leone,Both,Age-standardized,Asthma,Rate,2019,15.674185248312032,20.766831226447945,11.556033667408206
Deaths,El Salvador,Both,Age-standardized,Asthma,Rate,1990,9.860940408935997,12.093862578680403,7.523774628175998
Deaths,Malawi,Both,Age-standardized,Asthma,Rate,2019,10.798987245000712,15.249784031817384,7.514948327354604
Deaths,Norway,Both,Age-standardized,Asthma,Rate,2019,0.9224781428461335,1.0368750547929781,0.713564308830806
Deaths,Gambia,Both,Age-standardized,Asthma,Rate,1990,25.97406104652068,34.23124693864518,18.727028588589754
Deaths,Guyana,Both,Age-standardized,Asthma,Rate,1990,8.550581511851204,10.138645779217331,7.21324401097559
Deaths,Malaysia,Both,Age-standardized,Asthma,Rate,1990,16.751964585499586,20.53551789686993,13.503410187412518
Deaths,Azerbaijan,Both,Age-standardized,Asthma,Rate,1990,9.667759884049728,13.231932040430305,7.433071229483603
Deaths,Central African Republic,Both,Age-standardized,Asthma,Rate,2019,35.3999749587306,74.15806649110498,19.279607092378242
Deaths,Malta,Both,Age-standardized,Asthma,Rate,2019,0.53462765343959,0.6594416759642886,0.42561370317624014
Deaths,Grenada,Both,Age-standardized,Asthma,Rate,1990,4.523610269507572,5.4248677119002995,3.7572427122310055
Deaths,Democratic Republic of the Congo,Both,Age-standardized,Asthma,Rate,2019,22.480651436715362,48.437671528419514,11.83058754195361
Deaths,Algeria,Both,Age-standardized,Asthma,Rate,2019,8.53313178285802,10.72732270987849,6.49952439022784
Deaths,Ecuador,Both,Age-standardized,Asthma,Rate,2019,0.6987103719212293,0.9169031909708818,0.5492541652583494
Deaths,Togo,Both,Age-standardized,Asthma,Rate,2019,15.309243807911415,20.817405965984356,11.256071871676593
Deaths,Chad,Both,Age-standardized,Asthma,Rate,2019,19.686578771800047,25.835833866799078,14.944685291474281
Deaths,Tokelau,Both,Age-standardized,Asthma,Rate,1990,35.61290185698421,47.93727042236109,26.942245068149283
Deaths,Seychelles,Both,Age-standardized,Asthma,Rate,2019,6.594239132383804,8.947269029826439,4.462426174570314
Deaths,Tonga,Both,Age-standardized,Asthma,Rate,1990,19.840044839945055,26.81597101440377,15.4083948348592
Deaths,American Samoa,Both,Age-standardized,Asthma,Rate,1990,21.818217094549674,26.89493513109697,17.743973705477757
Deaths,Switzerland,Both,Age-standardized,Asthma,Rate,1990,2.6518895083740945,3.0494330271177263,2.225160251615208
Deaths,Senegal,Both,Age-standardized,Asthma,Rate,2019,14.222010988839353,18.62098593157981,10.970572365725763
Deaths,Solomon Islands,Both,Age-standardized,Asthma,Rate,2019,36.45504714121358,46.75370082307996,25.234350731071093
Deaths,Yemen,Both,Age-standardized,Asthma,Rate,1990,38.2858647376071,64.59767855896347,23.337466884743435
Deaths,New Zealand,Both,Age-standardized,Asthma,Rate,2019,1.1179926592848934,1.2553217394363068,0.9782101896967661
Deaths,Tuvalu,Both,Age-standardized,Asthma,Rate,1990,52.158031258591386,76.39147490592354,36.08394334599045
Deaths,Qatar,Both,Age-standardized,Asthma,Rate,2019,1.3616391118694982,1.9418048064941316,1.021650442051558
Deaths,Estonia,Both,Age-standardized,Asthma,Rate,2019,1.0581914613298038,1.44813267226438,0.7961987044487726
Deaths,France,Both,Age-standardized,Asthma,Rate,1990,2.80291048596813,3.0521272516689004,2.5072764966166816
Deaths,Uzbekistan,Both,Age-standardized,Asthma,Rate,2019,7.2249326826911755,11.591217008023682,5.727636117398922
Deaths,Colombia,Both,Age-standardized,Asthma,Rate,1990,4.206561518043088,4.571076086933414,3.592346303882995
Deaths,Montenegro,Both,Age-standardized,Asthma,Rate,1990,0.5313450867057179,0.7468755353654833,0.41653208583693535
Deaths,Brunei Darussalam,Both,Age-standardized,Asthma,Rate,1990,30.448920313107195,37.399104657527964,21.012560624625266
Deaths,Peru,Both,Age-standardized,Asthma,Rate,2019,0.7019576351814413,0.9659835282928726,0.48699366815850414
Deaths,Egypt,Both,Age-standardized,Asthma,Rate,2019,13.659835834671245,18.750409722711268,9.42582755942495
Deaths,Cuba,Both,Age-standardized,Asthma,Rate,2019,1.51998125161881,1.9314531073776862,1.1585049088050294
Deaths,Syrian Arab Republic,Both,Age-standardized,Asthma,Rate,2019,12.381115487622646,15.945057169715072,9.292483873945548
Deaths,Cameroon,Both,Age-standardized,Asthma,Rate,2019,13.065293447433053,17.196681296470178,9.918556125583967
Deaths,Turkey,Both,Age-standardized,Asthma,Rate,2019,3.3158634943017593,4.501402057923634,2.4550421168281735
Deaths,Honduras,Both,Age-standardized,Asthma,Rate,1990,11.818636701111073,15.567368224483555,8.618582208909254
Deaths,Tonga,Both,Age-standardized,Asthma,Rate,2019,11.900010814393635,15.173580044915226,8.932460052869486
Deaths,Cabo Verde,Both,Age-standardized,Asthma,Rate,2019,6.342585074293007,8.884573771179953,4.485898402278158
Deaths,San Marino,Both,Age-standardized,Asthma,Rate,1990,0.8575675227961073,1.072597733609015,0.6695936599148353
Deaths,Bahrain,Both,Age-standardized,Asthma,Rate,2019,4.865232867855505,6.530773660040017,3.811870639502462
Deaths,Bosnia and Herzegovina,Both,Age-standardized,Asthma,Rate,2019,0.9936481022331456,1.29441393464994,0.7458769216721292
Deaths,Germany,Both,Age-standardized,Asthma,Rate,1990,5.075943131288817,5.798269340052487,4.341230615373538
Deaths,Belgium,Both,Age-standardized,Asthma,Rate,2019,0.6501256537648473,0.7495446924157806,0.5378614762501466
Deaths,Mauritius,Both,Age-standardized,Asthma,Rate,2019,9.54938016593994,12.719393122851447,7.376765072140047
Deaths,Netherlands,Both,Age-standardized,Asthma,Rate,2019,0.34560003593367167,0.4092533990546006,0.26960473282867325
Deaths,Kuwait,Both,Age-standardized,Asthma,Rate,1990,5.568450646626714,6.618284806805045,4.496311615786997
Deaths,Ghana,Both,Age-standardized,Asthma,Rate,1990,24.022913858116915,29.946926271348417,15.91366867806173
Deaths,Belize,Both,Age-standardized,Asthma,Rate,2019,2.7037574325143603,3.269665367980548,2.206956118667713
Deaths,Samoa,Both,Age-standardized,Asthma,Rate,2019,19.864065768999666,25.497464235807787,15.350656683882908
Deaths,Rwanda,Both,Age-standardized,Asthma,Rate,2019,12.57997340628663,21.480052788281093,8.504653080576606
Deaths,Sweden,Both,Age-standardized,Asthma,Rate,2019,0.6543768123682524,0.7698355518560378,0.5069560163150847
Deaths,Guinea,Both,Age-standardized,Asthma,Rate,1990,31.91827150480577,42.66804516112565,24.06907269957298
Deaths,Barbados,Both,Age-standardized,Asthma,Rate,2019,2.8400879663420664,3.502770555852396,2.2286882717426266
Deaths,Zambia,Both,Age-standardized,Asthma,Rate,1990,19.498792343285228,25.514325305869097,14.742970319624101
Deaths,Marshall Islands,Both,Age-standardized,Asthma,Rate,2019,27.195261389993078,37.527133945309934,18.48322634453104
Deaths,Sri Lanka,Both,Age-standardized,Asthma,Rate,1990,80.95123363083631,91.18624967135224,67.77341222133353
Deaths,Colombia,Both,Age-standardized,Asthma,Rate,2019,0.49861044529359433,0.6592535528356854,0.3626142500915168
Deaths,Portugal,Both,Age-standardized,Asthma,Rate,2019,0.5390900203810911,0.6601927733622596,0.4304728071671443
Deaths,Argentina,Both,Age-standardized,Asthma,Rate,1990,2.4240598189062275,2.8222940611516383,2.060606038297637
Deaths,Albania,Both,Age-standardized,Asthma,Rate,2019,3.412351597890826,4.721006066953222,2.3611985810283986
Deaths,Equatorial Guinea,Both,Age-standardized,Asthma,Rate,2019,10.511638503399324,20.364046144882952,6.06867718094181
Deaths,Monaco,Both,Age-standardized,Asthma,Rate,2019,0.5474980787119392,0.6796273756615019,0.42064038217976674
Deaths,Palau,Both,Age-standardized,Asthma,Rate,2019,12.809092255676186,15.921750532988264,10.001668089471561
Deaths,Guatemala,Both,Age-standardized,Asthma,Rate,1990,14.347139512412772,17.52831814640617,11.182887093777724
Deaths,Bulgaria,Both,Age-standardized,Asthma,Rate,2019,0.36907072552602205,0.4793022035486393,0.2739582769168608
Deaths,Hungary,Both,Age-standardized,Asthma,Rate,1990,2.3209038836121714,2.6345518790956097,2.1435808557341915
Deaths,Lithuania,Both,Age-standardized,Asthma,Rate,2019,0.6251431605709692,0.8817555334453345,0.4839198716784011
Deaths,Latvia,Both,Age-standardized,Asthma,Rate,2019,0.8557449598759248,1.298776392627259,0.6492912900227227
Deaths,Malaysia,Both,Age-standardized,Asthma,Rate,2019,3.8275363010122607,5.785400926551813,2.772332389419607
Deaths,United Republic of Tanzania,Both,Age-standardized,Asthma,Rate,2019,8.613458954162803,12.296461525312472,6.109027814454613
Deaths,Somalia,Both,Age-standardized,Asthma,Rate,1990,34.10155376714633,52.92933764010909,18.938339330171985
Deaths,Côte d'Ivoire,Both,Age-standardized,Asthma,Rate,2019,13.728929538356132,17.63148071704783,10.775894282491318
Deaths,Spain,Both,Age-standardized,Asthma,Rate,2019,0.922224126709326,1.1492413108112423,0.6898534527439646
Deaths,Cyprus,Both,Age-standardized,Asthma,Rate,2019,1.9321697523444628,3.0495072406030332,1.310339263152694
Deaths,Tunisia,Both,Age-standardized,Asthma,Rate,2019,6.1072848620658595,8.18140809003645,4.324291694648078
Deaths,Indonesia,Both,Age-standardized,Asthma,Rate,2019,14.869226164088527,18.545094276750945,11.985126594092181
Deaths,Andorra,Both,Age-standardized,Asthma,Rate,2019,0.6972996806053358,1.0164701058990515,0.4575177548959692
Deaths,Maldives,Both,Age-standardized,Asthma,Rate,2019,4.2034869177830805,5.237428132263215,3.3128165544163934
Deaths,Croatia,Both,Age-standardized,Asthma,Rate,2019,0.5887007377683714,0.7460919472290541,0.45216147381723865
Deaths,Niue,Both,Age-standardized,Asthma,Rate,2019,11.036190548367603,15.55185728996967,6.243430214378023
Deaths,Mozambique,Both,Age-standardized,Asthma,Rate,2019,11.920809382805666,16.186613972904176,8.357734108520404
Deaths,United Arab Emirates,Both,Age-standardized,Asthma,Rate,2019,12.238513614515824,21.40732244379706,7.580544905930442
Deaths,Vanuatu,Both,Age-standardized,Asthma,Rate,2019,31.554502550910446,47.19038317579626,21.842684298707493
Deaths,Austria,Both,Age-standardized,Asthma,Rate,2019,0.4141217405281346,0.4779678633965405,0.3448093927115194
Deaths,Sudan,Both,Age-standardized,Asthma,Rate,1990,34.6765525289941,60.74299701048692,19.695811825828308
Deaths,Puerto Rico,Both,Age-standardized,Asthma,Rate,2019,1.4365067358202384,1.8690996834323936,1.086140527487405
Deaths,Philippines,Both,Age-standardized,Asthma,Rate,1990,32.011784845074295,36.716958372709364,27.710353195687492
Deaths,Guinea-Bissau,Both,Age-standardized,Asthma,Rate,1990,43.22623325137231,53.55853053742774,32.99393428037565
Deaths,Republic of Moldova,Both,Age-standardized,Asthma,Rate,2019,0.5314533589821598,0.7251906755017099,0.4309908353012371
Deaths,Russian Federation,Both,Age-standardized,Asthma,Rate,2019,0.7838976300358313,1.0696652688677817,0.6584324216872
Deaths,Northern Mariana Islands,Both,Age-standardized,Asthma,Rate,2019,6.650256509047939,8.472245878654105,5.238889718009758
Deaths,Yemen,Both,Age-standardized,Asthma,Rate,2019,18.04012471720384,26.320342760374587,13.121326385226215
Deaths,Somalia,Both,Age-standardized,Asthma,Rate,2019,24.557147189865674,45.57333631648252,13.934235675099163
